Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
UC 1 register,Edge Chromium 89,,,2564-03-22 20:47:11,2564-03-22 20:47:52,40.643s,PASSED
,,,,,,,
Test Cases/UC1_Register/TC 101 Register pass,Edge Chromium 89,,,2564-03-22 20:47:12,2564-03-22 20:47:29,16.764s,PASSED
"openBrowser("""")",Edge Chromium 89,,,2564-03-22 20:47:13,2564-03-22 20:47:16,3.725s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Edge Chromium 89,,,2564-03-22 20:47:16,2564-03-22 20:47:18,1.581s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Register""))",Edge Chromium 89,,,2564-03-22 20:47:18,2564-03-22 20:47:19,1.037s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Std_ID""), ""614259334"")",Edge Chromium 89,,,2564-03-22 20:47:19,2564-03-22 20:47:19,0.405s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__classroom""), ""61/100"")",Edge Chromium 89,,,2564-03-22 20:47:19,2564-03-22 20:47:20,0.345s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Name_LastName""), ""วรวัฒน์ รัตโนสถ"")",Edge Chromium 89,,,2564-03-22 20:47:20,2564-03-22 20:47:21,1.543s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__ID_Card""), ""1729800230543"")",Edge Chromium 89,,,2564-03-22 20:47:21,2564-03-22 20:47:22,0.302s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__Sex""))",Edge Chromium 89,,,2564-03-22 20:47:22,2564-03-22 20:47:22,0.197s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Tel""), ""00000000"")",Edge Chromium 89,,,2564-03-22 20:47:22,2564-03-22 20:47:22,0.310s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__E_mail""), ""ww"")",Edge Chromium 89,,,2564-03-22 20:47:22,2564-03-22 20:47:22,0.299s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Facebook""), ""www"")",Edge Chromium 89,,,2564-03-22 20:47:22,2564-03-22 20:47:23,0.225s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Name_LastName""), ""วรวัฒน์ "")",Edge Chromium 89,,,2564-03-22 20:47:23,2564-03-22 20:47:23,0.223s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__End_Year""), ""61"")",Edge Chromium 89,,,2564-03-22 20:47:23,2564-03-22 20:47:23,0.291s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__district""), ""บางตาเถร"")",Edge Chromium 89,,,2564-03-22 20:47:23,2564-03-22 20:47:23,0.321s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__canton""), ""สองพี่น้อง"")",Edge Chromium 89,,,2564-03-22 20:47:23,2564-03-22 20:47:24,0.525s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__province""), ""สุพรรณบุรี"")",Edge Chromium 89,,,2564-03-22 20:47:24,2564-03-22 20:47:24,0.331s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Company_Name""), ""wer"")",Edge Chromium 89,,,2564-03-22 20:47:24,2564-03-22 20:47:25,0.311s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/textarea__Company_Address""), ""wer"")",Edge Chromium 89,,,2564-03-22 20:47:25,2564-03-22 20:47:25,0.247s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Profession""), ""wab"")",Edge Chromium 89,,,2564-03-22 20:47:25,2564-03-22 20:47:25,0.300s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Rank""), ""ceo"")",Edge Chromium 89,,,2564-03-22 20:47:25,2564-03-22 20:47:25,0.195s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Postal_code""), ""72110"")",Edge Chromium 89,,,2564-03-22 20:47:25,2564-03-22 20:47:26,0.213s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Company_Tel""), ""011110"")",Edge Chromium 89,,,2564-03-22 20:47:26,2564-03-22 20:47:26,0.246s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Username""), ""earth4"")",Edge Chromium 89,,,2564-03-22 20:47:26,2564-03-22 20:47:26,0.190s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Password""), ""16XdtzjBLPw="")",Edge Chromium 89,,,2564-03-22 20:47:26,2564-03-22 20:47:26,0.261s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Re_Password""), ""16XdtzjBLPw="")",Edge Chromium 89,,,2564-03-22 20:47:26,2564-03-22 20:47:26,0.220s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Instagram""), ""www"")",Edge Chromium 89,,,2564-03-22 20:47:26,2564-03-22 20:47:27,0.231s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__submit""))",Edge Chromium 89,,,2564-03-22 20:47:27,2564-03-22 20:47:28,1.236s,PASSED
closeBrowser(),Edge Chromium 89,,,2564-03-22 20:47:28,2564-03-22 20:47:29,1.058s,PASSED
,,,,,,,
Test Cases/UC1_Register/TC 102 Register pass,Edge Chromium 89,,,2564-03-22 20:47:29,2564-03-22 20:47:44,15.157s,PASSED
"openBrowser("""")",Edge Chromium 89,,,2564-03-22 20:47:29,2564-03-22 20:47:33,3.647s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Edge Chromium 89,,,2564-03-22 20:47:33,2564-03-22 20:47:35,1.890s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Register""))",Edge Chromium 89,,,2564-03-22 20:47:35,2564-03-22 20:47:35,0.415s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__Std_ID""))",Edge Chromium 89,,,2564-03-22 20:47:35,2564-03-22 20:47:35,0.145s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Std_ID""), ""614259456"")",Edge Chromium 89,,,2564-03-22 20:47:35,2564-03-22 20:47:36,0.175s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__classroom""), ""61/100"")",Edge Chromium 89,,,2564-03-22 20:47:36,2564-03-22 20:47:36,0.184s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Name_LastName""), ""วรวัฒน์ รัตโนสถ"")",Edge Chromium 89,,,2564-03-22 20:47:36,2564-03-22 20:47:36,0.240s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__ID_Card""), ""1728900230654"")",Edge Chromium 89,,,2564-03-22 20:47:36,2564-03-22 20:47:36,0.521s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__Sex""))",Edge Chromium 89,,,2564-03-22 20:47:36,2564-03-22 20:47:37,0.567s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Tel""), ""44"")",Edge Chromium 89,,,2564-03-22 20:47:37,2564-03-22 20:47:37,0.200s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__E_mail""), ""44"")",Edge Chromium 89,,,2564-03-22 20:47:37,2564-03-22 20:47:38,0.964s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Facebook""), ""456"")",Edge Chromium 89,,,2564-03-22 20:47:38,2564-03-22 20:47:38,0.198s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Name_LastName""), ""ฟหก"")",Edge Chromium 89,,,2564-03-22 20:47:38,2564-03-22 20:47:39,0.194s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__End_Year""), ""61"")",Edge Chromium 89,,,2564-03-22 20:47:39,2564-03-22 20:47:39,0.207s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__district""), ""ตาเถร"")",Edge Chromium 89,,,2564-03-22 20:47:39,2564-03-22 20:47:39,0.290s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__canton""), ""สองพี่น้อง"")",Edge Chromium 89,,,2564-03-22 20:47:39,2564-03-22 20:47:40,0.608s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__province""), ""สุพรรณ"")",Edge Chromium 89,,,2564-03-22 20:47:40,2564-03-22 20:47:40,0.253s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Company_Name""), ""บลยำ"")",Edge Chromium 89,,,2564-03-22 20:47:40,2564-03-22 20:47:40,0.387s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/textarea__Company_Address""), ""บ้าน"")",Edge Chromium 89,,,2564-03-22 20:47:40,2564-03-22 20:47:41,0.574s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Profession""), ""พี่น้อง"")",Edge Chromium 89,,,2564-03-22 20:47:41,2564-03-22 20:47:41,0.287s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Rank""), ""น้อง"")",Edge Chromium 89,,,2564-03-22 20:47:41,2564-03-22 20:47:41,0.199s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Username""), ""wwweee"")",Edge Chromium 89,,,2564-03-22 20:47:41,2564-03-22 20:47:42,0.292s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Password""), ""aeHFOx8jV/A="")",Edge Chromium 89,,,2564-03-22 20:47:42,2564-03-22 20:47:42,0.223s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Re_Password""), ""iGDxf8hSRT4="")",Edge Chromium 89,,,2564-03-22 20:47:42,2564-03-22 20:47:42,0.220s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__submit""))",Edge Chromium 89,,,2564-03-22 20:47:42,2564-03-22 20:47:43,0.821s,PASSED
"verifyTextPresent(""ไม่สามารถเพิ่มข้อมูลได้ค่ะ !"", false)",Edge Chromium 89,,,2564-03-22 20:47:43,2564-03-22 20:47:43,0.074s,PASSED
closeBrowser(),Edge Chromium 89,,,2564-03-22 20:47:43,2564-03-22 20:47:44,1.089s,PASSED
,,,,,,,
Test Cases/UC1_Register/TC 103 Register failed,Edge Chromium 89,,,2564-03-22 20:47:44,2564-03-22 20:47:52,7.657s,PASSED
"openBrowser("""")",Edge Chromium 89,,,2564-03-22 20:47:44,2564-03-22 20:47:47,2.281s,PASSED
"setViewPortSize(1600, 900)",Edge Chromium 89,,,2564-03-22 20:47:47,2564-03-22 20:47:47,0.204s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Edge Chromium 89,,,2564-03-22 20:47:47,2564-03-22 20:47:48,1.118s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Register""))",Edge Chromium 89,,,2564-03-22 20:47:48,2564-03-22 20:47:49,0.719s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Username""), ""earth"")",Edge Chromium 89,,,2564-03-22 20:47:49,2564-03-22 20:47:49,0.500s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Password""), ""VIjOZClaB9I="")",Edge Chromium 89,,,2564-03-22 20:47:49,2564-03-22 20:47:49,0.202s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Re_Password""), ""VIjOZClaB9I="")",Edge Chromium 89,,,2564-03-22 20:47:49,2564-03-22 20:47:50,0.150s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__submit""))",Edge Chromium 89,,,2564-03-22 20:47:50,2564-03-22 20:47:50,0.404s,PASSED
"verifyTextPresent(""ไม่สามารถเพิ่มข้อมูลได้ค่ะ !"", false)",Edge Chromium 89,,,2564-03-22 20:47:50,2564-03-22 20:47:50,0.097s,PASSED
closeBrowser(),Edge Chromium 89,,,2564-03-22 20:47:50,2564-03-22 20:47:52,1.654s,PASSED
