Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
UC 1 register,Edge Chromium 89,,,2564-03-22 19:54:05,2564-03-22 19:55:30,1m - 24.558s,FAILED
,,,,,,,
Test Cases/UC1_Register/TC 101 Register pass,Edge Chromium 89,,,2564-03-22 19:54:06,2564-03-22 19:54:47,40.902s,FAILED
"openBrowser("""")",Edge Chromium 89,,,2564-03-22 19:54:06,2564-03-22 19:54:10,3.856s,PASSED
"setViewPortSize(1600, 900)",Edge Chromium 89,,,2564-03-22 19:54:10,2564-03-22 19:54:11,0.351s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Edge Chromium 89,,,2564-03-22 19:54:11,2564-03-22 19:54:14,2.876s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Register""))",Edge Chromium 89,,,2564-03-22 19:54:14,2564-03-22 19:54:15,1.009s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Std_ID""), ""614259113"")",Edge Chromium 89,,,2564-03-22 19:54:15,2564-03-22 19:54:15,0.338s,PASSED
"setText(findTestObject(""Page_NPRU Alumni/input_name_lname""), ""วรวัต รัตโนนสถ"")",Edge Chromium 89,,,2564-03-22 19:54:15,2564-03-22 19:54:15,0.217s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__ID_Card""), ""1729800227859"")",Edge Chromium 89,,,2564-03-22 19:54:15,2564-03-22 19:54:15,0.234s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__Sex""))",Edge Chromium 89,,,2564-03-22 19:54:15,2564-03-22 19:54:16,0.159s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/textarea__Address""), ""88 995/1"")",Edge Chromium 89,,,2564-03-22 19:54:16,2564-03-22 19:54:47,31.461s,FAILED
,,,,,,,
Test Cases/UC1_Register/TC 102 Register pass,Edge Chromium 89,,,2564-03-22 19:54:47,2564-03-22 19:55:24,37.048s,FAILED
"openBrowser("""")",Edge Chromium 89,,,2564-03-22 19:54:47,2564-03-22 19:54:50,2.339s,PASSED
"setViewPortSize(1600, 900)",Edge Chromium 89,,,2564-03-22 19:54:50,2564-03-22 19:54:50,0.151s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Edge Chromium 89,,,2564-03-22 19:54:50,2564-03-22 19:54:51,1.439s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Register""))",Edge Chromium 89,,,2564-03-22 19:54:51,2564-03-22 19:54:52,0.487s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Std_ID""), ""614259052"")",Edge Chromium 89,,,2564-03-22 19:54:52,2564-03-22 19:54:52,0.241s,PASSED
"setText(findTestObject(""Page_NPRU Alumni/input_name_lname""), ""วรวัต รัตโนนสถ"")",Edge Chromium 89,,,2564-03-22 19:54:52,2564-03-22 19:54:52,0.303s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__ID_Card""), ""1729800227859"")",Edge Chromium 89,,,2564-03-22 19:54:52,2564-03-22 19:54:52,0.204s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__Sex""))",Edge Chromium 89,,,2564-03-22 19:54:52,2564-03-22 19:54:53,0.167s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/textarea__Address""), ""88 995/1"")",Edge Chromium 89,,,2564-03-22 19:54:53,2564-03-22 19:55:24,31.450s,FAILED
,,,,,,,
Test Cases/UC1_Register/TC 103 Register failed,Edge Chromium 89,,,2564-03-22 19:55:24,2564-03-22 19:55:30,5.537s,PASSED
"openBrowser("""")",Edge Chromium 89,,,2564-03-22 19:55:24,2564-03-22 19:55:26,2.005s,PASSED
"setViewPortSize(1600, 900)",Edge Chromium 89,,,2564-03-22 19:55:26,2564-03-22 19:55:26,0.157s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Edge Chromium 89,,,2564-03-22 19:55:26,2564-03-22 19:55:27,0.958s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Register""))",Edge Chromium 89,,,2564-03-22 19:55:27,2564-03-22 19:55:28,0.309s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Username""), ""earth"")",Edge Chromium 89,,,2564-03-22 19:55:28,2564-03-22 19:55:28,0.240s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Password""), ""VIjOZClaB9I="")",Edge Chromium 89,,,2564-03-22 19:55:28,2564-03-22 19:55:28,0.428s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Re_Password""), ""VIjOZClaB9I="")",Edge Chromium 89,,,2564-03-22 19:55:28,2564-03-22 19:55:29,0.218s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__submit""))",Edge Chromium 89,,,2564-03-22 19:55:29,2564-03-22 19:55:29,0.227s,PASSED
"verifyTextPresent(""ไม่สามารถเพิ่มข้อมูลได้ค่ะ !"", false)",Edge Chromium 89,,,2564-03-22 19:55:29,2564-03-22 19:55:29,0.088s,PASSED
closeBrowser(),Edge Chromium 89,,,2564-03-22 19:55:29,2564-03-22 19:55:30,0.640s,PASSED
