Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
UC 1 register,Edge Chromium 89,,,2564-03-22 20:54:07,2564-03-22 20:59:18,5m - 10.804s,PASSED
,,,,,,,
Test Cases/UC1_Register/TC 101 Register pass,Edge Chromium 89,,,2564-03-22 20:54:08,2564-03-22 20:55:51,1m - 42.402s,PASSED
"openBrowser("""")",Edge Chromium 89,,,2564-03-22 20:54:09,2564-03-22 20:54:15,5.962s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Edge Chromium 89,,,2564-03-22 20:54:15,2564-03-22 20:54:23,8.224s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Register""))",Edge Chromium 89,,,2564-03-22 20:54:23,2564-03-22 20:54:32,8.950s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Std_ID""), ""614259334"")",Edge Chromium 89,,,2564-03-22 20:54:32,2564-03-22 20:54:34,2.569s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__classroom""), ""61/100"")",Edge Chromium 89,,,2564-03-22 20:54:34,2564-03-22 20:54:35,0.832s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Name_LastName""), ""วรวัฒน์ รัตโนสถ"")",Edge Chromium 89,,,2564-03-22 20:54:35,2564-03-22 20:54:36,1.136s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__ID_Card""), ""1729800230543"")",Edge Chromium 89,,,2564-03-22 20:54:36,2564-03-22 20:54:49,12.563s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__Sex""))",Edge Chromium 89,,,2564-03-22 20:54:49,2564-03-22 20:54:50,1.616s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Tel""), ""00000000"")",Edge Chromium 89,,,2564-03-22 20:54:50,2564-03-22 20:54:52,1.306s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__E_mail""), ""ww"")",Edge Chromium 89,,,2564-03-22 20:54:52,2564-03-22 20:54:53,1.264s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Facebook""), ""www"")",Edge Chromium 89,,,2564-03-22 20:54:53,2564-03-22 20:54:54,0.578s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Name_LastName""), ""วรวัฒน์ "")",Edge Chromium 89,,,2564-03-22 20:54:54,2564-03-22 20:54:54,0.830s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__End_Year""), ""61"")",Edge Chromium 89,,,2564-03-22 20:54:54,2564-03-22 20:54:59,4.271s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__district""), ""บางตาเถร"")",Edge Chromium 89,,,2564-03-22 20:54:59,2564-03-22 20:54:59,0.622s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__canton""), ""สองพี่น้อง"")",Edge Chromium 89,,,2564-03-22 20:54:59,2564-03-22 20:55:00,0.338s,PASSED
