Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
UC 4 register,,,,2564-03-09 14:46:40,2564-03-09 14:46:46,6.517s,FAILED
,,,,,,,
Test Cases/Register/TC 401 Register pass,,,,2564-03-09 14:46:41,2564-03-09 14:46:44,2.999s,FAILED
"openBrowser("""")",,,,2564-03-09 14:46:41,2564-03-09 14:46:44,2.575s,FAILED
,,,,,,,
Test Cases/Register/TC 402 Register pass,,,,2564-03-09 14:46:44,2564-03-09 14:46:45,1.204s,FAILED
"openBrowser("""")",,,,2564-03-09 14:46:44,2564-03-09 14:46:45,0.829s,FAILED
,,,,,,,
Test Cases/Register/TC 403 Register failed,,,,2564-03-09 14:46:45,2564-03-09 14:46:46,1.080s,FAILED
"openBrowser("""")",,,,2564-03-09 14:46:46,2564-03-09 14:46:46,0.775s,FAILED
